310933	326947	7388796
559182	706187	8808400
994163	2728295	2682728
687753	1423366	4452841
176951	6015810	899409
25641	6656055	2690625
810127	4911744	3210538
174376	6592961	3735539
630716	2018584	4993391
393631	1242731	7765608
1028106	2337348	2930410
991410	2713310	3976061
437988	8812361	3999246
83388	1779728	5024291
821316	5372554	2830554
690922	2665782	8468465
230774	3771706	1680259
712124	6834888	1139405
601047	1374418	4285130
863718	5980630	4507006
608172	6042177	8784610
620851	6667098	3967430
22805	4471059	24407
933981	3057575	2507632
629592	6180807	820535
1055704	3532357	7887121
44562	625445	6866891
336033	650031	2446760
764174	5195048	5195047
251448	5726697	3461394
916905	3268942	1767603
650790	1148697	1704222
1160589	560565	5318210
800551	4459025	8769734
609882	822069	699271
868747	3648521	2837025
917613	657798	8694621
786131	3053407	8073619
401659	1811802	453436
96657	352745	6148444
200587	4932718	3356437
446579	929235	3033813
735473	1259968	3794645
504594	677280	6914491
303982	1015165	1722788
255712	6947845	5370176
517909	1835780	5796192
540346	1651992	6123437
550366	1521533	2303573
610496	1028805	8178509
710039	148297	2275435
183124	2143923	8452903
236895	6780698	3140523
788523	3217488	3217491
429884	6866565	1053044
987387	2977927	3304100
683648	1578070	3242235
662290	2174002	7931949
627831	6870419	3716512
78628	5599652	4355597
214304	4721915	138850
477574	4338621	2239037
335143	1591309	1156967
1010347	2438417	2230585
752649	379830	2966000
321478	6608716	2355688
891228	3176925	5164028
703674	437308	8591552
1138485	2685728	3581307
245492	2152246	1356533
495859	298507	126000
1167525	6362369	178240
677779	4684986	5522672
923302	6088845	6173306
684415	3545668	404786
374096	6624664	5394484
584526	4203449	4552180
1172124	1848473	6225587
286681	6445167	3180097
430970	1027628	3570259
704444	362533	4907459
61026	6660377	6450954
806977	3536649	651564
330328	6385244	5894567
24342	6224473	8594307
1176117	6941935	2849449
526077	5254053	2026141
395679	346089	611034
358517	3133132	6423363
158208	6953748	641699
84214	941321	8325676
1145706	1993029	2693573
124945	6626682	5646684
36206	6446098	8530189
284837	3744253	5625938
662706	2399898	132362
420094	2015081	3833805
590720	1950270	4937825
780281	3563704	4944076
555745	6386056	3417759
322689	3368677	2689883
239605	6247967	4547857
571717	3982403	8265515
1180423	3621304	7212874
1176516	6905641	4398330
737548	2134199	5021144
414267	72137	888919
598144	1210075	4831376
1037035	2808825	3974677
24198	5834665	2157766
726297	508336	741504
7705	4925199	8173737
610411	1458265	481189
874139	3098134	312142
987983	4959422	6644359
176195	5094155	1176361
983510	2307934	7379254
866247	4345271	2293819
410342	536410	342403
33729	824608	8757508
756762	2116426	3795938
836144	6107926	5423161
281333	6417049	7580330
791662	2491452	3775067
242354	5005823	861022
337900	2425838	7736358
436888	1390280	7763241
1176069	2402239	6894344
821321	3820441	6797059
402081	2981197	2647174
284899	1559796	2540192
557555	145759	7579553
1156692	950087	7566779
333249	3594727	6687129
1168921	5039101	8380225
320754	1217615	378973
1018412	4274263	992793
1026968	3222918	2506895
1184411	2782677	1492719
339579	2970506	8193746
534798	1311631	3451485
1179867	4169894	7564330
1143441	2203010	3135138
412167	8111115	3126831
1043959	3246118	4441670
504317	468249	735422
625850	1032863	3276412
1066184	1935500	3191175
85974	934279	2568273
707030	7020814	4701298
332406	4406233	1804384
66978	4207658	1637027
262303	5469436	1801613
149696	5147954	8209155
250761	74066	4788283
949264	5212294	6926516
1144639	2091261	8123919
284810	5827454	6040719
1138302	2704062	4721387
1169221	4747122	7266726
669827	2020160	2616299
578928	7015635	4670767
580588	1895926	4222594
1169227	4740806	8777600
889702	4492307	6566318
734952	2232224	6639745
636845	1373317	5052179
682543	4194528	6698986
196948	2829033	3379810
336847	5561307	77432
709675	2150315	283829
79991	3762833	1560201
264900	6397618	4627959
680842	6080180	4316544
982314	4944679	7674899
332335	8247327	3767791
944521	5984996	3216307
411307	3523857	1136643
247780	6162694	2655827
638854	1614110	869911
652148	4685623	2495524
107905	472296	5509376
38643	6826139	3757148
485484	1015405	7662066
895747	2350398	3262115
675649	1371892	5765183
479070	1025287	596737
472835	495885	2973935
699287	5435501	5388098
920328	4451787	4008743
1181839	2146160	8197342
657666	1692421	746611
699477	863454	6993429
341627	2364607	6757200
866560	4472949	6793811
760470	1702408	4462075
430537	304815	935674
295518	6818840	4068851
1149019	1692684	3726167
1165287	8426156	574484
982543	3209895	2012119
736179	238360	2215142
1038038	2756126	5320953
788076	4627561	1362169
522742	5972376	3711216
410293	942808	2382470
448536	1767295	6375256
398980	258352	1618762
747301	266781	2372335
1003812	2334985	5425158
205654	1807969	4587341
806024	849331	4515055
166726	2042122	975145
1010404	2778659	8607645
105856	4294204	2173544
111646	5859656	3329007
789012	5005107	6247654
997969	3873565	6103417
956116	3368772	5583057
260744	5726899	4564606
13189	1534162	667020
575122	1905683	8091833
758248	6175834	8704382
1022328	4005683	4929186
277066	1975977	1432379
688700	4986399	8079670
1150213	1572056	7238970
460742	773199	2503754
672733	6967919	7290815
507870	3623053	7322550
290677	5351548	7554418
1014549	5349639	354088
80955	6325120	717027
662197	330511	6294859
231221	6238781	4207772
828511	3089509	3472800
915856	5986663	4495058
922325	3865439	1598754
729787	1732866	5725319
816735	2742163	6766657
879671	4627368	1072153
271693	607444	845341
458702	2845191	3663674
762006	2253540	7463990
744235	1782338	4074462
286293	163237	3903567
547869	2049618	8533687
1021835	4762025	5135288
1074735	6220373	82469
529750	1012972	7059236
701375	6771485	76197
696876	143057	7630404
984180	3194499	8316246
286525	5652219	4201871
46185	7791265	6341433
583768	6259082	7228132
55866	6970517	5773783
966399	4259384	7234158
758685	616906	5418928
278550	5954039	4055123
1170595	3415817	3606612
422731	739765	2118397
1170377	3637857	6351089
624251	3047407	3799850
494094	284974	5843921
347295	5683819	8075527
1038790	2381895	7698993
108730	2465402	4358394
1073323	3143559	6763575
740424	6960903	454221
564228	6973811	6291976
419260	8704935	5248441
788361	4874976	7066363
249933	6074040	4287910
911858	6212103	6762076
1035312	3129609	7143305
284835	3215355	5530711
140323	6549605	5423415
367925	1835414	995344
285909	1957856	3767471
822739	4734374	2395483
154108	6022152	2878001
56696	1661408	7679164
148319	5768021	343683
1142973	2251031	1628023
41092	6678675	7955759
258847	8790497	5931513
1184914	6935512	2380740
1065843	5351530	1470195
847904	4708732	4586182
676570	1654351	2864969
990073	2170869	2018807
932676	4818654	5137916
263782	6971526	1970067
80158	2851579	4923844
523560	2818892	6889323
972464	3784448	578237
747153	1891605	762431
792510	4583315	7619568
335579	5537480	6033313
954732	2862527	4010880
1164701	104170	8832942
193800	1409172	968116
676156	6028654	506162
276511	6011478	228137
564029	2067029	1022354
242900	1669027	3790475
771709	3842932	2101771
945271	2756568	1092680
776679	2936443	4123577
674497	930727	6001040
249873	1165615	3448751
341890	6872820	2860123
987954	3650961	3018072
253583	2849316	3576339
152227	1567099	4520453
422486	5047148	2833546
759075	1098602	6185921
1150561	1537442	7827521
157023	4161798	7973388
449818	173171	6048737
449191	437263	2088837
856359	3214890	6395638
145287	587857	1872484
776093	4682096	6465917
152318	4508663	6274640
421453	5327257	7891099
802120	4327844	7944637
89523	622573	776867
260403	5562034	6601497
671725	1786961	7940701
23297	233045	4746434
1050435	4828790	7166993
1163707	221195	5313244
892780	2598764	6070593
337142	4068480	2648188
983288	5064122	8611479
612891	1467057	4424860
553333	6668404	2781424
1004269	3668666	349045
937981	2845854	1990167
256059	3100509	8303875
792377	3742694	7007061
1145959	1969275	1097594
602906	699271	1391427
1022463	298139	4753505
740014	1789534	5714059
300481	5155799	3407888
650516	3048428	4497134
247628	3984975	8587137
1169588	4385245	2647268
173179	5720072	3650682
442118	1213598	5575272
812258	6127311	8723531
452495	1841169	1498723
749972	3855360	3855367
768644	3821997	2777189
392816	1290238	798541
388029	928855	8218926
1174792	7064016	5316013
88953	1433444	686692
411866	463115	1306729
684407	999005	5641240
506785	1778105	6498631
1054948	4094079	2649297
23696	6415537	6394209
245398	5555538	5247875
573953	8026611	2932635
883072	5225301	1683044
446097	5887781	3326276
1031355	4569812	5273814
720558	5864348	7071953
99066	4651634	3034511
676309	5393468	2008245
61274	6858460	1271400
401151	1027565	5715032
102590	5227012	3181721
597662	5786375	8081704
156879	6210338	5112272
443712	6993863	2686736
505613	6284136	8068652
431784	63230	4247636
782484	3055128	3055130
919072	5271296	8191382
623992	5723140	8145851
621079	6079170	4428117
668243	36917	5947151
244961	5408962	6478463
97607	5642221	5726146
908303	3510042	4815527
684623	6030653	807448
165509	4834994	3465549
951057	5371554	189898
488018	4905618	8335960
2063	1116732	6145740
77903	6211745	3321751
724697	1011257	4024476
609067	1098916	8409649
698483	419435	257982
720784	1128429	7710742
712131	986321	1702041
190014	1488818	1938461
407610	6831560	3248408
84665	5570846	5172319
933240	2720802	6246153
999402	2295174	1583755
246981	7081325	2977291
917310	6228858	7574631
785228	2259311	1202631
433637	167136	1714485
677143	6281803	8013032
516854	1978794	1457927
1055652	2264068	4467622
941110	4415608	3944384
24624	6611771	552381
758838	6049999	2065949
6474	1442054	2462990
557139	2109530	8602573
309132	6513276	6957040
70907	6220859	7399799
607544	178236	1889209
599624	6054910	2598049
981213	5394235	6099690
499584	5897766	4914405
864741	5017858	2855768
749012	6246622	8440084
923351	4158077	8606938
292870	3552729	1635054
830889	4780240	2060361
921662	4022867	2490699
990158	4095338	7769477
656132	607304	3612208
58068	5857871	3290158
990630	4343972	6116382
644396	1913886	6798636
988410	3709114	57132
820890	3856750	4365656
566521	6996039	2941355
304194	825800	4133977
433968	1341160	1141099
770142	5133264	3498758
1064303	3427423	6867812
327773	5698323	8560489
494049	576055	5690016
718106	1045244	268702
948160	3060588	4926370
997244	4141360	1683539
642207	1449455	69805
832980	3727140	974450
818916	3079418	6311344
1166490	7339175	8531461
996853	6095136	1677631
565522	5332367	5669627
134910	6971385	5390795
644924	6823692	8050801
1142354	2313505	3574826
266448	282540	7441276
1174199	4783638	592827
709484	2937114	2937115
799093	2876566	4688601
587743	183657	40769
14390	616102	8475634
50326	4207342	1210958
720033	2926010	8134489
254040	3508951	3193429
721641	6258759	3975682
602800	6833682	7119816
680771	414943	7833645
888376	4766103	70360
985248	4390135	4544746
323333	443579	104130
577861	8228032	7270718
612066	6739164	183120
138051	1383377	6226866
893921	4242846	7416385
140079	6626208	5625135
312178	3159992	2463321
300076	6395018	7717748
1177811	6024975	7304706
1070068	6228845	3076003
272127	6403037	8741934
317732	4246772	6882681
1159403	674031	7509743
970193	3739045	2974386
512822	4478849	3378314
357087	316397	2528240
457151	1221992	7842201
618951	1603069	6018454
876084	4355222	1396495
259967	1633704	4143903
532081	6204186	3884881
305303	5106455	7910593
1036143	4652812	7009943
984900	4701579	5379674
483705	1077342	2395518
1175717	6978477	122991
380519	1749238	503898
726526	994193	4606193
830626	2504800	1195259
340770	6559077	1165110
704986	473187	1481403
169086	6372345	3757213
220539	4342361	3304363
593528	6931259	3920500
804211	4568041	981002
445136	2083560	3800999
558317	5518698	2182882
82829	1209345	1596470
511521	581890	1473947
636922	3864794	5745914
949719	2477825	3291125
907628	4109507	3983386
581086	1488012	912922
222421	511477	4281001
583924	5884556	7824709
145571	5805689	8683235
414879	387258	5178777
65754	3134930	7816126
1163394	255815	5415857
895159	3600347	3600355
682564	2836077	2261426
429150	1894968	2068928
622744	1635268	7728210
1009809	4628074	6650808
187605	6387511	528473
801441	5410124	3292632
1154701	1136894	7355861
703003	324232	7338665
237414	4644939	2357462
161486	5477487	6124267
778046	4004521	1226057
606527	4387964	5325923
700758	1903281	2849340
616616	2063905	2757306
934010	4637274	4597792
889315	3250512	8308338
931212	2378451	2414974
856741	5964348	1101971
7428	2353216	2266758
1004900	4538031	6443134
725816	1297451	6422506
744733	5923157	2562626
969776	4993982	7021851
316671	3535855	6782569
438118	8052803	3919317
72906	6568543	2148107
906752	5146860	6625856
1168354	5589010	4554476
416120	6736430	2476592
403781	2016221	470276
697386	1668578	5839090
337160	1163098	6374856
185180	4517625	2579698
1027034	4097756	4180868
554502	277714	1752209
902041	6293196	3700700
954076	3252772	6408897
108756	657060	2685439
112863	4791471	4760768
1183347	573079	8696815
829420	4507043	4655863
828810	3174887	5973026
1149698	1624785	3496169
836914	5934206	6054865
54948	1904348	5635809
1171042	2956513	1425102
464152	7043692	4145682
591681	6202101	5254214
753018	2079029	5421021
503215	6188244	1055911
976011	3662033	4312638
611344	1581921	3388176
832019	2368430	5316330
798407	3252962	1505839
984810	5068706	8310596
406030	979833	6504197
995832	6211188	2515220
458553	1457074	3305199
111187	5581826	6252303
900121	3614142	2941185
341012	1045478	1045477
537367	179035	3054937
260070	2860526	809957
710608	935217	3577298
417411	913450	913442
129555	964700	8251954
61700	6446723	3551203
371810	1774734	8647435
755410	1601981	262270
1077772	2360304	8047066
952788	614847	3237577
1078542	4418679	3011708
1046139	2484836	7321774
228995	2230069	5750119
1631	3620143	260903
357298	5862997	273408
191823	5628835	6731890
904436	3470170	5439301
1062884	4377560	7503131
980088	6095026	2087373
1138999	2634372	8787027
737809	6803227	7556610
1058012	3156416	8797285
308322	534153	5631640
969549	3008860	7177133
1151275	1465408	7574190
980473	3702334	3777248
824256	2400377	1683385
511331	1732932	5537489
755819	306028	1930483
153205	5832869	2803734
486585	1022247	6730047
1069577	681767	4159224
635137	7063863	4502589
1149084	1687452	7953817
129579	5210948	6154408
1036820	3625769	7979798
77478	6381204	2695000
848072	5038829	5724894
1181812	2173298	4137104
60196	6312805	1784599
193698	424340	907578
4080	4556756	88622
1172089	1885057	8663884
215710	5115640	8668904
721680	4348596	4348595
629717	5329110	2110671
278490	720009	6329880
1041915	3520096	6243312
700792	834513	8608449
720412	5911230	2276407
79443	1058812	6362667
518295	6768060	1144950
975197	3919957	8177431
859070	2505384	1517560
858460	3840182	3384601
1145038	2051500	4795052
320476	3922319	1792138
315126	6627645	1309586
742998	2219206	6648811
851896	3440381	13914
408519	1658893	4288289
521280	1434220	4292909
212065	5125642	1516145
1177886	5959856	5112262
715694	6173752	5322202
858059	3551383	4670493
864527	5278083	7175319
1006342	3939518	208567
539542	2152205	5163409
520740	351328	5357643
3682	5778406	6442797
1035940	2665283	250102
871462	2925450	6026978
733095	1681957	1648085
706098	6954684	6229001
534665	5812762	7942150
297469	2747522	2173522
766322	1234355	2475858
174022	6937456	8598438
937264	2622990	4848283
592591	6461027	1591995
451977	4965159	4799925
766504	918991	3804256
646830	2892055	8413849
580285	3277190	5190338
1145842	1980484	5474382
239773	5852802	3737342
102162	3631765	8433041
1032641	2312395	8116338
885332	5241902	5241899
964778	5955180	5986519
567497	762512	534928
721687	6199192	6160379
626135	1251065	4381872
1026636	3157724	3415136
260221	6906378	2585322
1080850	6211519	782968
672951	6221144	1021689
880703	4920170	1390566
1137917	2739963	7157491
86329	5500816	1425941
925099	2880697	7824458
124939	4022591	2892793
1171023	2975236	2975240
713190	2056104	2056111
1008692	4154318	4955517
838027	4842181	4212416
1138277	2706546	2414992
977136	3053818	2795077
639751	46609	8393876
84180	4029207	6664979
929755	2822091	151496
265193	589166	4000088
887234	4709615	1770296
527042	1782171	5732371
510687	968779	5656307
1165576	8191628	4790827
489528	8601681	5749298
979522	3541206	5199564
46845	3673921	5931845
732050	3600128	6277535
1004462	4428052	4942338
1175905	6961099	1154050
207748	660520	7413585
745319	150261	1716214
854241	3293396	6722574
331705	4056101	3322560
283164	3474326	710299
309260	5541102	4753730
984756	6107495	6150862
962496	3429513	998882
675656	769170	3070164
782684	3952560	4647564
685159	6725653	3809867
666427	6079209	1813803
1171244	2751250	7284575
572508	6854563	4881862
305918	5834771	8448494
369972	6523513	1858034
443616	2025865	5889231
97443	6151732	163489
1150925	1500384	4088595
998587	2591603	3549847
764951	3586960	76417
710451	1033604	89691
199160	2388807	4904967
230791	6421653	826311
951020	6120613	7861111
758669	1049436	4758251
540103	8075161	4384749
997754	3067728	4636482
281903	5759816	4451549
33756	6542192	3790369
1069003	3776118	264050
695200	6262933	4475205
858359	4373393	8621036
645211	446554	5466927
76916	5961098	6749874
402076	8325269	5503863
1175595	6990043	2141650
201151	591441	5685319
223711	4086909	8645988
695636	632099	6344887
1004182	2883921	3836102
566003	6068775	8562397
720819	510396	1483257
97088	3457421	1103421
692412	4059280	8468054
629636	3846839	7956293
208392	5646003	6752778
184006	4960779	3801038
66433	5874644	407938
726849	977985	4671351
721061	98676	2628788
619515	178461	5938575
690781	6936194	1815363
1011078	4536827	3756267
821339	5194097	2010484
930847	5263289	6343602
938825	3000403	5925421
824850	4190724	4894164
470218	5920929	3962385
965615	4725030	8496128
189420	557685	4808820
678242	6291822	5679944
725531	3313267	4001125
833037	5205167	468897
104934	2630462	3300347
1170076	3932108	5465657
169796	5745000	103876
966897	4872161	8611351
465264	8674154	7459652
89419	1643731	8633378
1072117	3607726	8737753
762659	4557825	4557830
916121	3211312	8076133
481099	761974	579505
189335	2307970	8177547
147057	6568706	4605852
918149	4554795	4856793
161925	675230	7645182
722146	6052751	625010
632873	982825	4731883
339642	1971314	5198893
528252	183583	4648545
92926	1023401	7914920
653671	1621193	5532792
79	3710614	4853233
354609	1010749	1454640
987382	2292942	7143614
469831	5508476	6480302
65709	6874852	1971225
443889	200719	1360964
230413	5165008	4118137
43881	5034911	3324102
251019	331386	8181305
212622	6052816	2775013
1055800	2447605	6452885
1025239	2985737	6866720
681997	5315715	6232777
229525	5529551	1155273
824151	4333870	2980889
326776	332274	4276147
53808	5750380	4227251
350716	4312058	7836521
1059703	1067312	5779072
356914	362280	8454331
291766	3732867	6562966
1066672	4847923	6094514
297551	392067	8462624
766916	2713028	8075759
1060306	2101282	2516774
1138301	2704168	4477418
403233	1301623	3777108
1035254	2255096	8038889
882129	2969435	7959702
446106	5934524	8369338
491741	6289450	570531
460412	4670919	3255017
212925	1998464	5304095
937084	5330572	7463307
41800	6703384	6937680
484029	1072639	4715146
34011	3002657	6437051
61278	2489610	3051419
610971	5452379	6373651
1185014	6549864	5023979
964942	2584785	7038093
289528	4961686	6156626
525405	825642	371015
338449	853953	8456410
106244	30742	3957226
667241	932975	5042955
529408	3305621	4993717
243911	3016483	8577561
525903	1563300	8155731
263995	7381058	8668862
651330	6780260	3709992
891910	3753825	6106121
536276	7026041	1432272
789034	3533939	3965937
403142	5895839	8005471
904044	2661904	1173138
270840	2112095	4788438
439684	1317110	7524964
929679	2438290	638067
1051164	2277732	5186394
336215	6483350	6483358
973369	3240101	5501248
203465	6129679	2733471
735660	6290100	8236815
918393	4241848	4675231
251502	1414885	8558721
618651	1278182	1413451
481613	543790	7548669
450068	153835	1731607
533252	701800	6880168
259081	2170671	8246175
954059	2868325	954967
990535	2348768	8347624
1042219	5093547	2322493
144839	2708878	1532923
748709	5065342	789487
1154382	1168941	7935896
405380	772211	6852805
1144062	2146498	8390282
810544	3172254	1794434
419126	475916	1038341
136835	6576053	1522273
205461	6465534	8252931
472736	6235495	5407411
438266	4502250	7172883
647407	1777361	5147734
1055891	4287673	5408171
743850	6570839	7578384
613056	1209096	8108310
1163946	195660	3658443
950660	2626680	7210928
728407	1500793	3512245
820498	4985395	2112951
657348	5921130	6150755
103120	6376331	4325108
360800	6305014	1473518
145723	6294345	303674
102152	4246146	565579
172607	4424315	5111370
990052	3322256	1378508
743591	1510575	81341
811541	2623798	181606
1145884	1976641	5084999
908011	3188055	2835469
604227	2061952	178995
1057695	4359793	8162697
365020	6014954	619674
1158091	808199	1170381
8600	3694457	6370472
356023	2221788	7734251
1037073	3343642	5959429
186370	667607	1621301
721638	2855228	4285854
453513	831339	771694
820643	3244670	8739301
559949	1784396	8385491
748203	1401096	3451297
552296	527741	7468865
966892	2709342	2384715
1037895	4490746	4490741
471955	616532	899557
1034960	3215299	8731950
905835	5980681	6278251
563401	6971760	5531204
38790	5842706	7498509
742892	1425940	2100211
295096	645918	1318682
848939	3385729	450347
45143	1648960	3615203
506260	2115014	933122
28592	341486	3948017
26944	1597285	3793807
1003901	6212987	4411007
295360	6434059	4127645
789382	4952640	8780781
1048086	3061761	5460905
898834	4126564	5146683
462883	535900	198064
222643	269956	5153917
606009	6794521	7233971
241603	1447456	2385891
151203	5584256	7258289
855804	4845305	875229
128395	5958451	3371118
476785	4767400	3922136
318982	2251312	6639751
230567	6736248	4008523
635114	7007627	753812
201049	5271430	1126971
751411	5113052	4928188
1172941	1004773	1473839
722144	1122516	5163436
1045186	3204694	6844157
787366	4972351	7063663
681281	6965052	6441354
869106	4723448	7922433
1137184	2810413	553440
868370	4039834	5542576
115471	3966057	7040701
916058	6226622	5256131
827282	2830594	6639695
771653	4273865	7847609
1155983	1019727	2175912
351732	3684940	2052391
22704	3867767	3238297
202980	2708339	1637703
685871	7673382	6814880
1044326	2702759	5319580
554193	5885371	5088631
291130	6646781	6091418
23514	531699	5362015
758219	2232935	2849611
1180734	3300205	4069034
402049	8025849	6341470
994567	2707930	8467768
459892	2006565	281022
1155768	1039851	1039853
1002559	4454321	1191218
960883	3187511	4637316
789591	5029850	1592986
1170480	3534329	699278
759146	321779	5036572
1152662	1338200	1614595
242809	5996394	6883622
1024720	3443937	1952622
461244	3139938	4716167
831114	4144602	5374707
810440	2305534	504353
617472	825858	8328844
409265	237941	3954108
837801	3141845	7195320
753442	5878198	4608057
1148130	1772718	4087180
82513	5507196	4332005
795927	2706904	6804027
792733	4765924	4765926
706509	1925166	5444736
264036	216325	3055717
259963	3880440	6590824
71744	6712655	2271416
442898	3452873	2433220
1171798	2180237	7419106
193790	5728563	6450038
304669	6394644	8836330
1156540	966806	6731424
162727	1392478	5303317
1043419	3370687	5973055
97362	6586608	5430623
398846	1516790	3853986
271590	5767929	6819326
74888	4667300	3394980
194653	7048065	4890048
29937	3012981	3884108
137979	957830	219980
970763	474680	5808333
414049	5874390	2597291
1184255	4386337	537168
326293	6562717	6876126
313578	2939204	3947389
515310	6873506	7971903
407064	2863026	5804604
285324	6015107	2794755
1017043	3605522	6312060
834907	2570046	202559
823633	73625	2683834
905256	3827356	8415336
609061	4790415	8247684
498697	1198737	8070639
582101	704708	277654
513102	1801194	60963
794493	5216028	4843283
763663	2293744	2293745
1079808	3987473	3987474
798160	5976958	5976964
213229	5675451	2978804
843012	4269210	7843327
511064	1282657	4894410
919774	2416147	2613453
721108	1424553	7150296
587073	3190835	8240326
641916	6028690	6028686
1038528	2289798	7743095
796824	4469789	5120387
521461	1760034	8602371
585195	1325481	1411521
169818	6175899	4489733
971342	2627526	8439953
1154827	1125027	3023147
569508	1820862	4893938
13874	1941724	2830174
421774	445612	445614
425761	1204050	3015609
955347	2211555	398426
153896	5793854	605192
1001702	5191170	4487991
723252	4113400	2918047
1013770	4625502	2741929
1165467	7108372	5784851
794736	527333	6172776
557292	510618	6870658
684088	1068517	172210
976001	3913180	6974974
949376	5272810	5069942
33391	1722681	190990
404995	1149580	7365005
907509	4966589	6022678
788762	4419579	8388990
308899	5298604	4024990
500934	7268082	3645207
541783	1461878	1925206
408218	1551398	5052714
1181731	2250015	845733
737499	4187529	511833
347284	6630476	462745
507358	809354	5751519
1057544	4648200	4158311
481402	1166253	7089343
973928	4552026	6659436
831541	6300670	6205985
256317	5521862	594680
491570	1012077	2535470
790621	2992011	3486407
775165	4298292	5642222
1170176	3837984	3291556
879798	4249732	926782
464895	6735921	5887815
692761	6770677	2095291
603584	1466351	6919800
619880	1518698	7038984
1012967	2877688	2272184
149205	5839130	5639267
76101	6542165	6542169
610814	2232080	1834337
1183476	85752	5009749
63684	6341712	6716384
922069	3223185	5939951
373157	261576	2044528
551958	5399520	8712988
742091	1225879	1013193
919289	6215222	7893402
585497	701193	2199815
771070	4084820	716096
142392	6570626	1006591
790410	879578	442651
770113	2282398	6897498
546746	2572914	8533386
1175542	6994693	8715765
114807	4445636	7406833
1032328	3374417	6467830
1175860	6965287	4273529
701551	1621657	6308988
441944	1792191	6532220
660073	5456649	8202041
180819	5541044	8351182
411122	1834940	3115162
193071	1059340	3374339
986379	4833685	4833686
975673	2956165	582901
812580	5958923	4010527
492442	2182239	8788684
101909	3191755	5771740
948291	2456819	2372830
686863	2007708	8075981
47084	5558199	1401111
